"project_geographic_district","project_building_identifier","project_school_name","project_type","project_description","project_phase_name","project_status_name","project_phase_actual_start_date","project_phase_planned_end_date","project_phase_actual_end_date","BAC","EAC","AC","perc_complete","dfs_numbers"
20,"K048","P.S. 48 - BROOKLYN","SCA CIP RESOA","FY25 RESO A PLAYGROUND UPGRADE","Design","PNS","PNS","PNS","PNS","18480.00","18480.00","0.00","0.00","DSF0001112543"
20,"K048","P.S. 48 - BROOKLYN","SCA CIP RESOA","PATH OF TRAVEL RESO A PLAYGROUND UPGRADE","Design","PNS","PNS","PNS","PNS","0.00","0.00","0.00","","DSF0001113563"
20,"K048","P.S. 48 - BROOKLYN","SCA CIP RESOA","PATH OF TRAVEL RESO A PLAYGROUND UPGRADE","Scope","PNS","PNS","PNS","PNS","0.00","0.00","0.00","","DSF0001113563"
20,"K048","P.S. 48 - BROOKLYN","SCA CIP RESOA","FY25 RESO A PLAYGROUND UPGRADE","Scope","PNS","PNS","PNS","PNS","0.00","0.00","0.00","","DSF0001112543"
14,"K049","LYONS COMMUNITY SCHOOL - K","DOE - RESOA","FY21 RESO A SUPPLEMENTAL COOLING","Construction","In-Progress","2022-06-13","DOER","","DOER","323344.00","0.00","0.00","DSF0001008419"
14,"K049","THE WILLIAMSBURG HIGH SCHOOL OF ART AND TECHNOLOGY - K","DOE - RESOA","FY21 RESO A WATER FOUNTAIN UPGRADES","Construction","In-Progress","2022-09-29","DOER","","DOER","45878.00","0.00","0.00","DSF0001008411"
14,"K049","THE WILLIAMSBURG HIGH SCHOOL OF ART AND TECHNOLOGY - K","DIIT - RESOA","FY23 RESO A TECHNOLOGY UPGRADE","Purch & Install","Complete","2024-09-20","DIIR","2025-02-25","DIIR","74000.00","74000.00","100.00","DSF0001035396"
14,"K049","BROOKLYN LATIN HS - BROOKLYN","DOE - RESOA","FY25 RESO A SUPPLEMENTAL COOLING","Construction","PNS","PNS","PNS","PNS","DOER","1375000.00","0.00","0.00","DSF0001112544"
14,"K049","LYONS COMMUNITY SCHOOL - K","DOE - RESOA","FY25 RESO A PLAYGROUND UPGRADE","Construction","PNS","PNS","PNS","PNS","DOER","150000.00","0.00","0.00","DSF0001112545"
14,"K049","BROOKLYN LATIN HS - BROOKLYN","DIIT - RESOA","FY25 RESO A TECHNOLOGY UPGRADE","Purch & Install","PNS","PNS","PNS","PNS","DIIR","375000.00","0.00","0.00","DSF0001113451"
14,"K049","THE WILLIAMSBURG HIGH SCHOOL OF ART AND TECHNOLOGY - K","DIIT - RESOA","FY24 RESO A TECHNOLOGY UPGRADE","Purch & Install","PNS","PNS","PNS","PNS","DIIR","100000.00","0.00","0.00","DSF0001085956"
14,"K050","J.H.S. 50 - BROOKLYN","SCA Emergency Response","EMERGENCY STABILIZATION","Construction","In-Progress","2020-01-14","EMER","","EMER","36190.00","36190.00","100.00","SCA0000063248"
14,"K050","J.H.S. 50 - BROOKLYN","SCA CIP","STRUCTURAL DEFECTS","Scope","Complete","2020-02-04","2020-06-18","2021-06-08","5860.00","8707.00","8707.00","100.00","DSF0001010232"
14,"K050","J.H.S. 50 - BROOKLYN","SCA CIP","PLANYC CLIMATE CONTROL / PLANYC BOILER CONVERSION","Scope","Complete","2020-08-13","2021-01-19","2020-10-16","79400.00","90436.00","90436.00","100.00","DSF0000937133, DSF0000961027"
14,"K050","J.H.S. 50 - BROOKLYN","SCA CIP","PLANYC CLIMATE CONTROL / PLANYC BOILER CONVERSION","Design","Complete","2020-10-19","2021-03-24","2021-02-05","397000.00","361855.00","348560.00","96.33","DSF0000937133, DSF0000961027"
14,"K050","J.H.S. 50 - BROOKLYN","SCA CIP","STRUCTURAL DEFECTS","Design","Complete","2021-06-11","2021-09-30","2021-11-17","26370.00","116972.00","106332.00","90.90","DSF0001010232"
14,"K050","J.H.S. 50 - BROOKLYN","SCA CIP","PLANYC CLIMATE CONTROL / PLANYC BOILER CONVERSION","CM,F&E","In-Progress","2022-05-16","2024-05-14","","555800.00","675153.00","674946.00","99.97","DSF0000937133, DSF0000961027"
14,"K050","J.H.S. 50 - BROOKLYN","SCA CIP","PLANYC CLIMATE CONTROL / PLANYC BOILER CONVERSION","Construction","In-Progress","2022-05-16","2024-05-14","","8932500.00","8239108.00","5903989.00","71.66","DSF0000937133, DSF0000961027"
14,"K050","J.H.S. 50 - BROOKLYN","SCA CIP","STRUCTURAL DEFECTS","CM,F&E","In-Progress","2022-05-23","2023-02-16","","62995.00","103711.00","99514.00","95.95","DSF0001010232"
14,"K050","J.H.S. 50 - BROOKLYN","SCA CIP","STRUCTURAL DEFECTS","Construction","In-Progress","2022-05-23","2023-02-16","","339880.00","453579.00","315895.00","69.64","DSF0001010232"
14,"K050","J.H.S. 50 - BROOKLYN","SCA CIP","REINFORCING SUPPORT ELEMENTS","Scope","Complete","2023-01-10","2023-05-25","2023-06-14","26018.00","37989.00","37989.00","100.00","DSF0001060909"
14,"K050","J.H.S. 50 - BROOKLYN","SCA CIP","REINFORCING SUPPORT ELEMENTS","Design","Complete","2023-06-23","2023-11-27","2023-12-05","130091.00","103131.00","91159.00","88.39","DSF0001060909"
14,"K050","J.H.S. 50 - BROOKLYN","Fast Track Projects","PATH OF TRAVEL CTF ROOM CONVERSION","Construction","In-Progress","2025-01-28","FTK","","FTK","19405.00","16662.00","85.86","DSF0001111942"
14,"K050","J.H.S. 50 - BROOKLYN","SCA IEH","PO18-DRILL 6 TO 7 HOLES INTO THE CEILING TO INSTALL ANCHORS ROOMS #508, 510","Construction","Complete","2025-03-26","IEH","2025-04-26","IEH","12284.00","3094.00","25.19","SCA0000074087"
14,"K050","J.H.S. 50 - BROOKLYN","SCA CIP","REINFORCING SUPPORT ELEMENTS","CM,F&E","PNS","PNS","PNS","PNS","182128.00","182128.00","14668.00","8.05","DSF0001060909"
14,"K050","J.H.S. 50 - BROOKLYN","SCA CIP","REINFORCING SUPPORT ELEMENTS","Construction","PNS","PNS","PNS","PNS","2927052.00","2927052.00","3718.00","0.13","DSF0001060909"
14,"K050","J.H.S. 50 - BROOKLYN","DOE - RESOA","FY24 RESO A AUDITORIUM UPGRADE","Construction","PNS","PNS","PNS","PNS","DOER","300000.00","0.00","0.00","DSF0001085957"
15,"K051","I.S. 51 - BROOKLYN","SCA CIP","IPDVS INSTALLATIONS","Scope","Complete","2022-09-14","2023-01-18","2022-12-21","4120.00","3331.00","3331.00","100.00","DSF0001034648"
15,"K051","I.S. 51 - BROOKLYN","SCA CIP","IPDVS INSTALLATIONS","Design","Complete","2022-12-21","2023-06-20","2023-02-22","18540.00","13326.00","13326.00","100.00","DSF0001034648"
15,"K051","I.S. 51 - BROOKLYN","SCA CIP","IPDVS INSTALLATIONS","CM,F&E","Complete","2023-07-21","2024-06-14","2025-02-20","119423.00","110615.00","107423.00","97.11","DSF0001034648"
15,"K051","I.S. 51 - BROOKLYN","SCA CIP","IPDVS INSTALLATIONS","Construction","Complete","2023-07-21","2024-06-14","2025-02-20","238960.00","215194.00","203952.00","94.78","DSF0001034648"
15,"K051","I.S. 51 - BROOKLYN","SCA IEH","PO18-ABATE FUEL OIL PIPE INUSLATION FOR BOILER CONVERSION LOCATION IS MARKED AT BOILER AND PUMP SET","Construction","Complete","2025-02-25","IEH","2025-05-09","IEH","1384.00","134.00","9.68","SCA0000073954"
15,"K051","I.S. 51 - BROOKLYN","DOE - RESOA","FY24 RESO A STEM LAB","Construction","PNS","PNS","PNS","PNS","DOER","175667.00","0.00","0.00","DSF0001085958"
15,"K051","I.S. 51 - BROOKLYN","DOE - RESOA","FY23 RESO A ROOM CONVERSION","Construction","PNS","PNS","PNS","PNS","DOER","130921.00","0.00","0.00","DSF0001035398"
22,"K052","P.S. 52 - BROOKLYN","SCA IEH","IEH PO18-BASEMENT; 2ND FLOOR TEACHE","Construction","Complete","2011-01-24","IEH","2025-04-15","IEH","675.00","675.00","100.00","SCA0000015612"
22,"K052","P.S. 52 - BROOKLYN","SCA Emergency Response","SIDEWALK BRIDGING","Construction","Complete","2013-02-25","EMER","2025-01-20","EMER","108886.00","108886.00","100.00","SCA0000025072"
22,"K052","P.S. 52 - BROOKLYN","SCA CIP","FLOOD ELIMINATION / WINDOWS / EXTERIOR MASONRY","Scope","Complete","2019-07-24","2019-12-03","2020-01-10","104430.00","136077.00","136077.00","100.00","DSF0000891902, DSF0000891903, DSF0000891904"
22,"K052","P.S. 52 - BROOKLYN","SCA CIP","FLOOD ELIMINATION / WINDOWS / EXTERIOR MASONRY","Design","Complete","2020-01-15","2020-06-16","2020-06-26","522150.00","536149.00","530155.00","98.88","DSF0000891902, DSF0000891903, DSF0000891904"
22,"K052","P.S. 52 - BROOKLYN","SCA CIP","FLOOD ELIMINATION / WINDOWS / EXTERIOR MASONRY","CM,F&E","In-Progress","2021-04-14","2023-01-03","","731009.00","1077365.00","1071371.00","99.44","DSF0000891902, DSF0000891903, DSF0000891904"
22,"K052","P.S. 52 - BROOKLYN","SCA CIP","FLOOD ELIMINATION / WINDOWS / EXTERIOR MASONRY","Construction","In-Progress","2021-04-14","2023-01-03","","11748374.00","10158051.00","8932655.00","87.94","DSF0000891902, DSF0000891903, DSF0000891904"
22,"K052","P.S. 52 - BROOKLYN","SCA CIP","REINFORCING SUPPORT ELEMENTS","Scope","Complete","2022-03-03","2022-07-01","2022-07-15","17405.00","13206.00","13206.00","100.00","DSF0001035130"
22,"K052","P.S. 52 - BROOKLYN","DOE - RESOA","FY22 RESO A PLAYGROUNDS","Construction","In-Progress","2022-06-06","DOER","","DOER","50000.00","0.00","0.00","DSF0001034955"
22,"K052","P.S. 52 - BROOKLYN","SCA CIP","REINFORCING SUPPORT ELEMENTS","Design","Complete","2022-07-15","2022-07-15","2022-07-15","78324.00","529.00","529.00","100.00","DSF0001035130"
22,"K052","P.S. 52 - BROOKLYN","SCA IEH","PO18-ABATE AND REPAIR ACOUSTICAL WALL PLASTER IN AUDITORIUM WINDOW WALLS #2 AND #4 1950 WING WILL BE","Construction","In-Progress","2024-03-26","IEH","","IEH","11440.00","1815.00","15.87","SCA0000072863"
22,"K052","P.S. 52 - BROOKLYN","SCA IEH","PO18-CONDUCT SURVEY AND SAMPLING, AND SCHEDULE ABATEMENT TO REPAIR DAMAGED PIPE INSULATION @ LOCATIO","Construction","Complete","2025-03-27","IEH","2025-05-06","IEH","69199.00","900.00","1.30","SCA0000074090"
22,"K052","P.S. 52 - BROOKLYN","SCA CIP","REINFORCING SUPPORT ELEMENTS","CM,F&E","PNS","PNS","PNS","PNS","187107.00","187107.00","13167.00","7.04","DSF0001035130"
22,"K052","P.S. 52 - BROOKLYN","SCA CIP","REINFORCING SUPPORT ELEMENTS","Construction","PNS","PNS","PNS","PNS","1009505.00","1009505.00","47721.00","4.73","DSF0001035130"
22,"K052","P.S. 52 - BROOKLYN","DOE - RESOA","FY13 RESO A ELECTRICAL SYSTEMS","Construction","PNS","PNS","PNS","PNS","DOER","22102.00","0.00","0.00","DSF0000754706"
13,"K054","P.S. 54 - BROOKLYN","SCA CIP","FULL PROGRAM ACCESSIBILITY / FIRE ALARM REPLACEMENT","Scope","Complete","2019-06-12","2019-10-28","2021-09-24","144440.00","129145.00","129145.00","100.00","DSF0000912346, DSF0000985569"
13,"K054","P.S. 54 - BROOKLYN","SCA CIP","FULL PROGRAM ACCESSIBILITY / FIRE ALARM REPLACEMENT","Design","Complete","2021-10-05","2022-04-12","2023-08-31","722200.00","345252.00","306117.00","88.66","DSF0000912346, DSF0000985569"
13,"K054","P.S. 54 - BROOKLYN","SCA CIP","ROOFS / PARAPETS / EXTERIOR MASONRY","Scope","Complete","2022-07-08","2022-11-23","2023-10-20","104833.00","177349.00","176240.00","99.37","DSF0001010285, DSF0001010286, DSF0001010287"
13,"K054","P.S. 54 - BROOKLYN","SCA CIP","ROOFS / PARAPETS / EXTERIOR MASONRY","Design","Complete","2023-10-26","2024-04-01","2024-03-19","524168.00","369849.00","351704.00","95.09","DSF0001010285, DSF0001010286, DSF0001010287"
13,"K054","P.S. 54 - BROOKLYN","SCA CIP","IPDVS INSTALLATIONS","Scope","Complete","2024-09-18","2025-01-22","2024-09-25","3712.00","0.00","0.00","","DSF0001087380"
13,"K054","P.S. 54 - BROOKLYN","SCA CIP","IPDVS INSTALLATIONS","Design","Complete","2024-09-25","2025-03-26","2025-03-26","16704.00","0.00","0.00","","DSF0001087380"
13,"K054","P.S. 54 - BROOKLYN","SCA CIP","IPDVS INSTALLATIONS","CM,F&E","In-Progress","2025-06-10","2026-05-05","","39903.00","25772.00","5613.00","21.78","DSF0001087380"
13,"K054","P.S. 54 - BROOKLYN","SCA CIP","IPDVS INSTALLATIONS","Construction","In-Progress","2025-06-10","2026-05-05","","215290.00","192011.00","6416.00","3.34","DSF0001087380"
13,"K054","P.S. 54 - BROOKLYN","SCA CIP","ROOFS / PARAPETS / EXTERIOR MASONRY","CM,F&E","PNS","PNS","PNS","PNS","733835.00","733835.00","41964.00","5.72","DSF0001010285, DSF0001010286, DSF0001010287"
13,"K054","P.S. 54 - BROOKLYN","SCA CIP","FULL PROGRAM ACCESSIBILITY / FIRE ALARM REPLACEMENT","CM,F&E","PNS","PNS","PNS","PNS","1011080.00","1011080.00","46190.00","4.57","DSF0000912346, DSF0000985569"
13,"K054","P.S. 54 - BROOKLYN","SCA CIP","FULL PROGRAM ACCESSIBILITY / FIRE ALARM REPLACEMENT","Construction","PNS","PNS","PNS","PNS","16249500.00","16249500.00","128697.00","0.79","DSF0000912346, DSF0000985569"
13,"K054","P.S. 54 - BROOKLYN","SCA CIP","ROOFS / PARAPETS / EXTERIOR MASONRY","Construction","PNS","PNS","PNS","PNS","11793782.00","11793782.00","59960.00","0.51","DSF0001010285, DSF0001010286, DSF0001010287"
23,"K055","BROOKLYN COLLEGIATE: A COLLEGE BOARD SCHOOL","DOE - Skilled Trades","BATHROOM UPGRADES","Construction","In-Progress","2022-02-05","DOES","","DOES","141048.00","0.00","0.00","DSF0000912957"
23,"K055","BROOKLYN COLLEGIATE: A COLLEGE BOARD SCHOOL","DOE - Skilled Trades","SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION","Construction","In-Progress","2024-12-30","DOES","","DOES","65832.00","0.00","0.00","DSF0001084876"
23,"K055","BROOKLYN COLLEGIATE: A COLLEGE BOARD SCHOOL","SCA IEH","PO18-ABATE AND REMOVE ACM PIPE INSULATION IN WATER MAIN ROOM LOCATED IN MAIN BUILDING ROOM B39 APPRO","Construction","Complete","2025-03-24","IEH","2025-03-29","IEH","18174.00","2168.00","11.93","SCA0000074079"
23,"K055","BROOKLYN COLLEGIATE: A COLLEGE BOARD SCHOOL","SCA IEH","PO18-ABATE APPROX 80 LFT OF PIPE INSULATION IN CRAWLSPACE APPROX 80 LFT. PIPES SPRAYED IN RED","Construction","Complete","2025-04-09","IEH","2025-06-14","IEH","18991.00","2266.00","11.93","SCA0000074123"
13,"K056","I.S. 351 - BROOKLYN","SCA CIP RESOA","FY18 RESO A COURTYARD GREENHOUSE","Scope","Complete","2018-01-16","2018-05-01","2018-10-24","0.00","134940.00","74786.00","55.42","DSF0000866389"
13,"K056","I.S. 351 - BROOKLYN","SCA CIP RESOA","FY18 RESO A COURTYARD GREENHOUSE","Design","Complete","2018-10-31","2019-04-05","2019-12-13","302586.00","151279.00","147905.00","97.77","DSF0000866389"
13,"K056","P.S. 56 - BROOKLYN","SCA CIP","IPDVS INSTALLATION","Scope","Complete","2023-06-15","2023-10-17","2023-06-29","4000.00","1738.00","1738.00","100.00","DSF0001035004"
13,"K056","P.S. 56 - BROOKLYN","SCA CIP","IPDVS INSTALLATION","Design","Complete","2023-06-29","2023-12-27","2023-09-27","18000.00","7056.00","7056.00","100.00","DSF0001035004"
13,"K056","P.S. 56 - BROOKLYN","SCA CIP","IPDVS INSTALLATION","CM,F&E","In-Progress","2024-03-29","2025-02-21","","111730.00","94248.00","56425.00","59.87","DSF0001035004"
13,"K056","P.S. 56 - BROOKLYN","SCA CIP","IPDVS INSTALLATION","Construction","In-Progress","2024-03-29","2025-02-21","","232000.00","216387.00","170347.00","78.72","DSF0001035004"
13,"K056","I.S. 351 - BROOKLYN","SCA CIP RESOA","FY18 RESO A COURTYARD GREENHOUSE","CM,F&E","PNS","PNS","PNS","PNS","302586.00","302586.00","56392.00","18.64","DSF0000866389"
13,"K056","I.S. 351 - BROOKLYN","SCA CIP RESOA","FY18 RESO A COURTYARD GREENHOUSE","Construction","PNS","PNS","PNS","PNS","4437930.00","4437930.00","40264.00","0.91","DSF0000866389"
16,"K057","WHITELAW REID ACADEMY OF ARTS AND BUSINESS - BROOKLYN","Fast Track Projects","BUILDING DRAIN BACKUP","Construction","In-Progress","2017-10-12","FTK","","FTK","6650411.00","6369952.00","95.78","SCA0000047569"
16,"K057","WHITELAW REID ACADEMY OF ARTS AND BUSINESS - BROOKLYN","SCA CIP","PARAPETS / EXTERIOR MASONRY / WINDOWS / PAVED AREAS- CONCRETE","Scope","Complete","2022-07-06","2022-11-21","2023-05-26","87871.00","128464.00","128464.00","100.00","DSF0001010344, DSF0001010345, DSF0001085605, DSF0001061040"
16,"K057","BROOKLYN ACADEMY OF GLOBAL FINANCE - K","DOE - RESOA","FY22 RESO A ROOM CONVERSION","Construction","In-Progress","2023-07-07","DOER","","DOER","95591.00","0.00","0.00","DSF0001033127"
16,"K057","WHITELAW REID ACADEMY OF ARTS AND BUSINESS - BROOKLYN","SCA CIP","PARAPETS / EXTERIOR MASONRY / WINDOWS / PAVED AREAS- CONCRETE","Design","Complete","2023-07-26","2023-12-28","2024-02-13","428097.00","388691.00","318415.00","81.92","DSF0001010344, DSF0001010345, DSF0001085605, DSF0001061040"
16,"K057","WHITELAW REID ACADEMY OF ARTS AND BUSINESS - BROOKLYN","SCA CIP","PARAPETS / EXTERIOR MASONRY / WINDOWS / PAVED AREAS- CONCRETE","CM,F&E","In-Progress","2024-11-12","2026-04-05","","699564.00","84934.00","80804.00","95.14","DSF0001010344, DSF0001010345, DSF0001085605, DSF0001061040"
16,"K057","WHITELAW REID ACADEMY OF ARTS AND BUSINESS - BROOKLYN","SCA CIP","PARAPETS / EXTERIOR MASONRY / WINDOWS / PAVED AREAS- CONCRETE","Construction","In-Progress","2024-11-12","2026-04-05","","8658040.00","7864264.00","223463.00","2.84","DSF0001010344, DSF0001010345, DSF0001085605, DSF0001061040"
16,"K057","WHITELAW REID ACADEMY OF ARTS AND BUSINESS - BROOKLYN","DOE - Skilled Trades","EMERGENCY POWER FOR QUICK CONNECT PROGRAM","Construction","In-Progress","2025-03-20","DOES","","DOES","769505.00","0.00","0.00","DSF0001083763"
16,"K057","WHITELAW REID ACADEMY OF ARTS AND BUSINESS - BROOKLYN","DIIT - RESOA","FY25 RESO A TECHNOLOGY UPGRADE","Purch & Install","PNS","PNS","PNS","PNS","DIIR","75000.00","0.00","0.00","DSF0001112546"
16,"K057","BROOKLYN ACADEMY OF GLOBAL FINANCE - K","DIIT - RESOA","FY25 RESO A TECHNOLOGY UPGRADE","Purch & Install","PNS","PNS","PNS","PNS","DIIR","75000.00","0.00","0.00","DSF0001112547"
15,"K058","P.S. 58 - BROOKLYN","SCA CIP RESOA","FY20 RESO A  PATH OF TRAVEL PLAYGROUND UPGRADE / FY20 RESO A PLAYGROUND UPGRADE","Scope","Complete","2021-04-08","2021-08-09","2022-01-18","0.00","36008.00","36008.00","100.00","DSF0000913207, DSF0000913208"
15,"K058","P.S. 58 - BROOKLYN","SCA CIP RESOA","FY20 RESO A  PATH OF TRAVEL PLAYGROUND UPGRADE / FY20 RESO A PLAYGROUND UPGRADE","Design","Complete","2022-01-18","2022-04-22","2022-04-08","92403.00","95231.00","95231.00","100.00","DSF0000913207, DSF0000913208"
15,"K058","P.S. 58 - BROOKLYN","SCA CIP RESOA","FY20 RESO A  PATH OF TRAVEL PLAYGROUND UPGRADE / FY20 RESO A PLAYGROUND UPGRADE","CM,F&E","In-Progress","2023-03-31","2024-02-23","","92403.00","91050.00","40915.00","44.94","DSF0000913207, DSF0000913208"
15,"K058","P.S. 58 - BROOKLYN","SCA CIP RESOA","FY20 RESO A  PATH OF TRAVEL PLAYGROUND UPGRADE / FY20 RESO A PLAYGROUND UPGRADE","Construction","In-Progress","2023-03-31","2024-02-23","","1355244.00","895475.00","168232.00","18.79","DSF0000913207, DSF0000913208"
15,"K058","P.S. 58 - BROOKLYN","DOE - Skilled Trades","BATHROOM UPGRADES","Construction","In-Progress","2024-07-05","DOES","","DOES","223789.00","0.00","0.00","DSF0001008669"
15,"K058","P.S. 58 - BROOKLYN","SCA IEH","PO18-ABATE AND REPLACE ACM FLOOR TILES IN CLASSROOM 231 APPROX (24) 9X9 TILES ARE MOVING / AREA HAS","Construction","Complete","2025-01-13","IEH","2025-01-19","IEH","35195.00","28685.00","81.50","SCA0000073795"
15,"K058","P.S. 58 - BROOKLYN","SCA CIP","IPDVS INSTALLATIONS","Scope","Complete","2025-03-20","2025-07-21","2025-03-26","4364.00","291.00","291.00","100.00","DSF0001087381"
15,"K058","P.S. 58 - BROOKLYN","SCA CIP","IPDVS INSTALLATIONS","Design","In-Progress","2025-03-26","2025-09-19","","17455.00","17455.00","1162.00","6.66","DSF0001087381"
15,"K058","P.S. 58 - BROOKLYN","SCA CIP","IPDVS INSTALLATIONS","CM,F&E","PNS","PNS","PNS","PNS","64366.00","64366.00","3841.00","5.97","DSF0001087381"
15,"K058","P.S. 58 - BROOKLYN","SCA CIP","IPDVS INSTALLATIONS","Construction","PNS","PNS","PNS","PNS","250919.00","250919.00","0.00","0.00","DSF0001087381"
14,"K059","P.S. 59 - BROOKLYN","DOE - Skilled Trades","ELECTRICAL WORK FOR A/C INITIATIVE","Construction","In-Progress","2020-08-31","DOES","","DOES","4677.00","0.00","0.00","DSF0000960909"
14,"K059","P.S. 59 - BROOKLYN","Fast Track Projects","PATH OF TRAVEL CTF ROOM CONVERSION","Construction","In-Progress","2021-12-17","FTK","","FTK","146104.00","108949.00","74.57","DSF0000912258"
14,"K059","P.S. 59 - BROOKLYN","SCA CIP","ROOFS / WINDOWS / EXTERIOR MASONRY / PARAPETS","Scope","Complete","2024-01-04","2024-05-20","2024-05-24","187421.00","185138.00","183546.00","99.14","DSF0001061068, DSF0001112243, DSF0001088806, DSF0001088805"
14,"K059","P.S. 59 - BROOKLYN","SCA CIP","ROOFS / WINDOWS / EXTERIOR MASONRY / PARAPETS","Design","Complete","2024-06-20","2024-11-21","2024-11-21","868440.00","418796.00","418796.00","100.00","DSF0001061068, DSF0001112243, DSF0001088806, DSF0001088805"
14,"K059","P.S. 59 - BROOKLYN","SCA IEH","PO18-ABATE AND DRILL CAFETERIA/KITCHEN SERVING AREA MASTIC ASSOCAIATED WITH 12X12 YELLOW VFT IS ACM","Construction","Complete","2024-12-24","IEH","2025-03-08","IEH","13078.00","1936.00","14.80","SCA0000073737"
14,"K059","P.S. 59 - BROOKLYN","DOE - RESOA","FY25 RESO A CAFETERIA UPGRADE","Construction","PNS","PNS","PNS","PNS","DOER","225000.00","0.00","0.00","DSF0001112548"
14,"K059","P.S. 59 - BROOKLYN","SCA CIP","ROOFS / WINDOWS / EXTERIOR MASONRY / PARAPETS","CM,F&E","PNS","PNS","PNS","PNS","1443237.00","1443237.00","94963.00","6.58","DSF0001061068, DSF0001112243, DSF0001088806, DSF0001088805"
14,"K059","P.S. 59 - BROOKLYN","SCA CIP","ROOFS / WINDOWS / EXTERIOR MASONRY / PARAPETS","Construction","PNS","PNS","PNS","PNS","13715960.00","13715960.00","95367.00","0.70","DSF0001061068, DSF0001112243, DSF0001088806, DSF0001088805"
14,"K059","P.S. 59 - BROOKLYN","SCA Furniture & Equipment","FY24 RESO A MOBILE SCIENCE LABS","F&E","PNS","PNS","PNS","PNS","450000.00","450000.00","450000.00","100.00","DSF0001085961"
17,"K061","I.S. 61 - BROOKLYN","SCA CIP","ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY / DOORS / SIDEWALK ELEVATOR / HVAC UPGRADE FOR CLASSROOMS AND PA SPACES / ELECTRICAL UPGRADE / HOT WATER HEATERS / FIRE ALARM SYSTEM REPLACEMENT","Scope","Complete","2018-10-19","2019-03-11","2019-01-31","762293.00","290259.00","290259.00","100.00","DSF0000869270, DSF0000869271, DSF0000869272, DSF0000869273, DSF0000892040, DSF0000912331, DSF0001010395, DSF0001034510, DSF0001083771, DSF0001083770"
17,"K061","I.S. 61 - BROOKLYN","SCA CIP","ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY / DOORS / SIDEWALK ELEVATOR / HVAC UPGRADE FOR CLASSROOMS AND PA SPACES / ELECTRICAL UPGRADE / HOT WATER HEATERS / FIRE ALARM SYSTEM REPLACEMENT","Design","Complete","2019-02-06","2019-07-09","2024-05-08","3788468.00","3950981.00","2670957.00","67.60","DSF0000869270, DSF0000869271, DSF0000869272, DSF0000869273, DSF0000892040, DSF0000912331, DSF0001010395, DSF0001034510, DSF0001083771, DSF0001083770"
